ENSEMBLE,COMPOSER,WORK
Allentown,"Tchaikovsky, Peter Ilich",Violin Concerto
Amarillo,"Tchaikovsky, Peter Ilich",Symphony No. 5
Ann Arbor,"Tchaikovsky, Peter Ilich",Symphony No. 4
Arkansas,"Tchaikovsky, Peter Ilich",Unknown Piece
Arkansas,"Tchaikovsky, Peter Ilich",Violin Concerto
Atlanta,"Tchaikovsky, Peter Ilich",Romeo and Juliet Fantasy Overture
Atlanta,"Tchaikovsky, Peter Ilich",Romeo and Juliet Fantasy Overture
Atlanta,"Tchaikovsky, Peter Ilich",Selections from The Sleeping Beauty
Atlanta,"Tchaikovsky, Peter Ilich",Symphony No. 4
Austin,"Tchaikovsky, Peter Ilich",Eugene Onegin - Waltz
Austin,"Tchaikovsky, Peter Ilich",Piano Concerto No. 1
Baltimore,"Tchaikovsky, Peter Ilich",Piano Concerto No. 1
Baltimore,"Tchaikovsky, Peter Ilich",Romeo and Juliet Fantasy Overture
Baltimore,"Tchaikovsky, Peter Ilich",Symphony No. 5
Baltimore,"Tchaikovsky, Peter Ilich",Variations on a Rococo Theme
Buffalo,"Tchaikovsky, Peter Ilich",Symphony No. 1
Buffalo,"Tchaikovsky, Peter Ilich",Symphony No. 4
Canton,"Tchaikovsky, Peter Ilich",Capriccio italien
Charlotte,"Tchaikovsky, Peter Ilich",Symphony No. 6
Chattanooga,"Tchaikovsky, Peter Ilich",Violin Concerto
Chicago,"Tchaikovsky, Peter Ilich",Francesca da Rimini
Chicago,"Tchaikovsky, Peter Ilich",Symphony No. 2
Chicago,"Tchaikovsky, Peter Ilich",Symphony No. 5
Chicago,"Tchaikovsky, Peter Ilich",Symphony No. 6
Chicago,"Tchaikovsky, Peter Ilich",Valse-Scherzo
Cincinnati,"Tchaikovsky, Peter Ilich",Symphony No. 6
Cincinnati,"Tchaikovsky, Peter Ilich",Symphony No. 6
Cincinnati,"Tchaikovsky, Peter Ilich",Violin Concerto
Cleveland,"Tchaikovsky, Peter Ilich",Orchestral Suite no. 3
Cleveland,"Tchaikovsky, Peter Ilich",Symphony No. 4
Colorado,"Tchaikovsky, Peter Ilich",Piano Concerto No. 1
Colorado,"Tchaikovsky, Peter Ilich",Symphony No. 2
Colorado,"Tchaikovsky, Peter Ilich",Symphony No. 5
Columbus,"Tchaikovsky, Peter Ilich",Francesca da Rimini
Columbus,"Tchaikovsky, Peter Ilich",Symphony No. 1
Columbus,"Tchaikovsky, Peter Ilich",Variations on a Rococo Theme
Columbus,"Tchaikovsky, Peter Ilich",Violin Concerto
Dallas,"Tchaikovsky, Peter Ilich",Symphony No. 5
Dallas,"Tchaikovsky, Peter Ilich",Violin Concerto
Des Moines,"Tchaikovsky, Peter Ilich",Symphony No. 4
Detroit,"Tchaikovsky, Peter Ilich",Romeo and Juliet Fantasy Overture
Detroit,"Tchaikovsky, Peter Ilich",Symphony No. 5
Detroit,"Tchaikovsky, Peter Ilich",Symphony No. 6
Detroit,"Tchaikovsky, Peter Ilich",Violin Concerto
Elgin,"Tchaikovsky, Peter Ilich",Eugene Onegi - Polonaise
Elgin,"Tchaikovsky, Peter Ilich",Symphony No. 6
Elgin,"Tchaikovsky, Peter Ilich",Violin Concerto
Florida,"Tchaikovsky, Peter Ilich",Symphony No. 5
Fort Worth,"Tchaikovsky, Peter Ilich",Symphony No. 5
Grant Park,"Tchaikovsky, Peter Ilich",Sleeping Beauty Suite
Greensboro,"Tchaikovsky, Peter Ilich",1812 Overture
Greensboro,"Tchaikovsky, Peter Ilich",Piano Concerto No. 1
Hartford,"Tchaikovsky, Peter Ilich",Selections from The Nutcraker
Hartford,"Tchaikovsky, Peter Ilich",The Tempest Fantasy-Overture
Houston,"Tchaikovsky, Peter Ilich",Symphony No. 5
Houston,"Tchaikovsky, Peter Ilich",Violin Concerto
Indianapolis,"Tchaikovsky, Peter Ilich",Symphony No. 6
Kansas City,"Tchaikovsky, Peter Ilich",Variations on a Rococo Theme
Knoxville,"Tchaikovsky, Peter Ilich",Symphony No. 6
Long Beach,"Tchaikovsky, Peter Ilich",Sleeping Beauty Suite
Los Angeles,"Tchaikovsky, Peter Ilich",Symphony No. 2
Los Angeles,"Tchaikovsky, Peter Ilich",Symphony No. 4
Los Angeles Chamber,"Tchaikovsky, Peter Ilich",Violin Concerto
Louisville,"Tchaikovsky, Peter Ilich",Symphony No. 6
Madison,"Tchaikovsky, Peter Ilich",Orchestral Suite no. 3
Memphis,"Tchaikovsky, Peter Ilich",Piano Concerto No. 1
Memphis,"Tchaikovsky, Peter Ilich",Romeo and Juliet
Midland-Odessa,"Tchaikovsky, Peter Ilich",Eugene Onegi - Polonaise
Midland-Odessa,"Tchaikovsky, Peter Ilich",Symphony No. 4
Milwaukee,"Tchaikovsky, Peter Ilich",Swan Lake Suite
Minnesota,"Tchaikovsky, Peter Ilich",Francesca da Rimini
Minnesota,"Tchaikovsky, Peter Ilich",Sleeping Beauty Suite
Minnesota,"Tchaikovsky, Peter Ilich",Symphony No. 6
Minnesota,"Tchaikovsky, Peter Ilich",Violin Concerto
Naples,"Tchaikovsky, Peter Ilich",Selections from The Sleeping Beauty
Nashville,"Tchaikovsky, Peter Ilich",Piano Concerto No. 2
Nashville,"Tchaikovsky, Peter Ilich",Symphony No. 6
National,"Tchaikovsky, Peter Ilich",Piano Concerto No. 1
National,"Tchaikovsky, Peter Ilich",Symphony No. 6
New Jersey,"Tchaikovsky, Peter Ilich",Piano Concerto No. 1
New Jersey,"Tchaikovsky, Peter Ilich",Symphony No. 2
New Jersey,"Tchaikovsky, Peter Ilich",Violin Concerto
New York,"Tchaikovsky, Peter Ilich",Piano Concerto No. 1
New York,"Tchaikovsky, Peter Ilich",Symphony No. 2
New York,"Tchaikovsky, Peter Ilich",Symphony No. 6
New York,"Tchaikovsky, Peter Ilich",Violin Concerto
North Carolina,"Tchaikovsky, Peter Ilich",Symphony No. 4
North Carolina,"Tchaikovsky, Peter Ilich",Violin Concerto
Omaha,"Tchaikovsky, Peter Ilich",Symphony No. 4
Oregon,"Tchaikovsky, Peter Ilich",Symphony No. 5
Pacific,"Tchaikovsky, Peter Ilich",Symphony No. 5
Pacific,"Tchaikovsky, Peter Ilich",Violin Concerto
Pasadena,"Tchaikovsky, Peter Ilich",Romeo and Juliet Fantasy Overture
Pasadena,"Tchaikovsky, Peter Ilich",Violin Concerto
Philadelphia,"Tchaikovsky, Peter Ilich",Piano Concerto No. 1
Philadelphia,"Tchaikovsky, Peter Ilich",Romeo and Juliet
Philadelphia,"Tchaikovsky, Peter Ilich",Symphony No. 4
Philadelphia,"Tchaikovsky, Peter Ilich",Symphony No. 5
Philadelphia,"Tchaikovsky, Peter Ilich",Symphony No. 6
Pittsburgh,"Tchaikovsky, Peter Ilich",Symphony No. 5
Pittsburgh,"Tchaikovsky, Peter Ilich",Violin Concerto
Plano,"Tchaikovsky, Peter Ilich",Piano Concerto No. 1
Plano,"Tchaikovsky, Peter Ilich",Romeo and Juliet Fantasy Overture
Princeton,"Tchaikovsky, Peter Ilich",Manfred Symphony
Princeton,"Tchaikovsky, Peter Ilich",Variations on a Rococo Theme
Princeton,"Tchaikovsky, Peter Ilich",Violin Concerto
Rockford,"Tchaikovsky, Peter Ilich",Variations on a Rococo Theme
San Antonio,"Tchaikovsky, Peter Ilich",Symphony No. 4
San Antonio,"Tchaikovsky, Peter Ilich",Variations on a Rococo Theme
San Diego,"Tchaikovsky, Peter Ilich",Symphony No. 2
San Diego,"Tchaikovsky, Peter Ilich",Symphony No. 4
San Diego,"Tchaikovsky, Peter Ilich",Violin Concerto
San Francisco,"Tchaikovsky, Peter Ilich",Piano Concerto No. 2
San Francisco,"Tchaikovsky, Peter Ilich",Symphony No. 6
Santa Rosa,"Tchaikovsky, Peter Ilich",Symphony No. 6
Sarasota,"Tchaikovsky, Peter Ilich",Symphony No. 4
Seattle,"Tchaikovsky, Peter Ilich",Orchestral Suite no. 3
Seattle,"Tchaikovsky, Peter Ilich",Piano Concerto No. 1
Seattle,"Tchaikovsky, Peter Ilich",Rococo Variations
Seattle,"Tchaikovsky, Peter Ilich",Symphony No. 4
Seattle,"Tchaikovsky, Peter Ilich",Symphony No. 6
South Bend,"Tchaikovsky, Peter Ilich",Piano Concerto No. 1
Spokane,"Tchaikovsky, Peter Ilich",Francesca da Rimini
Spokane,"Tchaikovsky, Peter Ilich",Piano Concerto No. 1
St. Louis,"Tchaikovsky, Peter Ilich",Francesca da Rimini
St. Louis,"Tchaikovsky, Peter Ilich",Piano Concerto No. 1
St. Louis,"Tchaikovsky, Peter Ilich",Romeo and Juliet Fantasy Overture
St. Louis,"Tchaikovsky, Peter Ilich",Symphony No. 2
St. Paul Chamber,"Tchaikovsky, Peter Ilich",Serenade for Strings
St. Paul Chamber,"Tchaikovsky, Peter Ilich",Variations on a Rococo Theme
Toledo,"Tchaikovsky, Peter Ilich",1812 Overture
Toledo,"Tchaikovsky, Peter Ilich",Symphony No. 5
Tucson,"Tchaikovsky, Peter Ilich",Symphony No. 4
Tulsa,"Tchaikovsky, Peter Ilich",Serenade for Strings
Utah,"Tchaikovsky, Peter Ilich",1812 Overture
Utah,"Tchaikovsky, Peter Ilich",Romeo and Juliet
Utah,"Tchaikovsky, Peter Ilich",Symphony No. 5
Utah,"Tchaikovsky, Peter Ilich",Violin Concerto
Virginia,"Tchaikovsky, Peter Ilich",Piano Concerto No. 1
Virginia,"Tchaikovsky, Peter Ilich",Sleeping Beauty - Waltz
Virginia,"Tchaikovsky, Peter Ilich",Symphony No. 4
West Virginia,"Tchaikovsky, Peter Ilich",Symphony No. 6
Wichita,"Tchaikovsky, Peter Ilich",Symphony No. 1
Winston-Salem,"Tchaikovsky, Peter Ilich",Francesca da Rimini
York,"Tchaikovsky, Peter Ilich",Symphony No. 5
Knoxville,"Tchaikovsky, Peter Ilich (arr. Theofanidis, Christopher)",Chamber Symphony
Spokane,"Tcherepnin, Nikolai",Prelude to The Distant Princess
Canton,"Telemann, Georg Philipp",Concerto for Trumpet in D
St. Paul Chamber,"Telemann, Georg Philipp","Overture-Suite, Les Nations"
Tucson,"Thai, Claire",Harp Concerto
Ann Arbor,"Theofanidis, Christopher",Rainbow Body
Atlanta,"Theofanidis, Christopher",Rainbow Body
Baltimore,"Theofanidis, Christopher",Drum Circles
Fort Worth,"Theofanidis, Christopher",Dreamtime Ancestors
Grant Park,"Theofanidis, Christopher",Drum Circles
Houston,"Theofanidis, Christopher",Rainbow Body
Indianapolis,"Theofanidis, Christopher",New Work
Memphis,"Theofanidis, Christopher",Rainbow Body
Nashville,"Thomas, Augusta Read",EOS (Goddess of Dawn)
Cincinnati,"Thorvaldsdottir, Anna",Aeriality
Cincinnati,"Thorvaldsdottir, Anna",Metacosmos
New York,"Thorvaldsdottir, Anna",New Work
San Diego,"Thorvaldsdottir, Anna",Metacosmos
Houston,"Thuille, Ludwig",Romantic Overture
Buffalo,"Tilson Thomas, Michael",From the Diary of Anne Frank
Chicago,"Tilson Thomas, Michael",Four Preludes on Playthings of the Wind
Los Angeles,"Tilson Thomas, Michael",Meditations on Rilke
Fort Worth,"Tomasi, Henri",Trumpet Concerto
Indianapolis,"Tomasi, Henri",Trumpet Concerto
Orlando,"Tomasi, Henri",Fanfares Liturgiques
Knoxville,"Torke, Michael",Sky: Concerto for Violin
Boston,"Tower, Joan",Chamber Dance
Buffalo,"Tower, Joan",Sequoia
Charlotte,"Tower, Joan",Fanfare for the Uncommon Woman no. 1
Chattanooga,"Tower, Joan",Made in America
Grand Rapids,"Tower, Joan",Fanfare for the Uncommon Woman no. 1
Indianapolis,"Tower, Joan",Made in America
Kansas City,"Tower, Joan",Tambor
Minnesota,"Tower, Joan",Fanfare for the Uncommon Woman no. 6
Nashville,"Tower, Joan",Fanfare for the Uncommon Woman no. 6
New York,"Tower, Joan",New Work
San Antonio,"Tower, Joan",Tambor
St. Louis,"Tower, Joan",Fanfare for the Uncommon Woman no. 1
St. Louis,"Tower, Joan",Made in America
Tulsa,"Tower, Joan",Made in America
Wichita,"Tower, Joan",Fanfare for the Uncommon Woman no. 1
Santa Rosa,"Trad, Trad",Klezmer Selections TBD
Seattle,"Trad, Trad",Venetian Gondoller Songs
Spokane,"Trad, Trad",Lithuanian Folk Songs
Virginia,"Trad, Trad",Down by the Riverside
Albany,"Tsontakis, George",Requiem (world premiere)
Orpheus,"Turina, Joaquín",La oración del torero
Kansas City,"Turnbull, Stuart Murray",Odyssey (World Premiere)
Seattle,"Tüür, Erkki-Sven",Phantasma
Atlanta,"Ustvolskaya, Galina",Symphonic Poem No. 2
National,"Ustvolskaya, Galina",Symphonic Poem No. 2
Phoenix,"Ustvolskaya, Galina",Piano Concerto
Chicago,"Varèse, Edgard",Arcana
Baltimore,"Varga, Judit",JUMP!
Orlando,"Vasks, Pēteris",Epifania
St. Paul Chamber,"Vasks, Pēteris","Vox Amoris, for violin and strings"
Atlanta,"Vaughan Williams, Ralph",Symphony No. 6
California,"Vaughan Williams, Ralph",Symphony No. 5
Florida,"Vaughan Williams, Ralph",The Lark Ascending
Memphis,"Vaughan Williams, Ralph",Fantasia on a Theme by Thomas Tallis
North Carolina,"Vaughan Williams, Ralph",Serenade to Music
Oregon,"Vaughan Williams, Ralph",Symphony No. 6
Orlando,"Vaughan Williams, Ralph",Serenade to Music
Pacific,"Vaughan Williams, Ralph",Symphony No. 5
Richmond,"Vaughan Williams, Ralph",Fantasia on a Theme by Thomas Tallis
Rochester,"Vaughan Williams, Ralph",Oboe Concerto
Santa Rosa,"Vaughan Williams, Ralph",Flos Campi
Spokane,"Vaughan Williams, Ralph",Symphony No. 1
Buffalo,"Verdi, Giuseppe",Requiem
Chicago,"Verdi, Giuseppe",Selected Arias
Chicago,"Verdi, Giuseppe",Selected Arias
Chicago,"Verdi, Giuseppe",Selected Arias
Chicago,"Verdi, Giuseppe",Selected Arias
Cleveland,"Verdi, Giuseppe",Otello
Columbus,"Verdi, Giuseppe",La Traviata
Dallas,"Verdi, Giuseppe",Otello
Dallas,"Verdi, Giuseppe",Requiem
Fort Worth,"Verdi, Giuseppe",Overture from La Forza del Destino
Harrisburg,"Verdi, Giuseppe",Requiem
Los Angeles,"Verdi, Giuseppe",Four Sacred Pieces
Louisiana,"Verdi, Giuseppe",Requiem
National,"Verdi, Giuseppe",Overture from La Forza del Destino
Pacific,"Verdi, Giuseppe",Rigoletto
Phoenix,"Verdi, Giuseppe",Requiem
Rockford,"Verdi, Giuseppe",Overture from La Forza del Destino
Tacoma,"Verdi, Giuseppe",La Traviata - Prelude to Act I
Virginia,"Verdi, Giuseppe",O tue Palermo from I Vespri Siciliani
York,"Verdi, Giuseppe",Overture from La Forza del Destino
Grand Rapids,"Villa-Lobos, Heitor",Choros no. 6
Grand Rapids,"Villa-Lobos, Heitor",Dawn in a Tropical Forest
Grant Park,"Villoldo, Angel",El Choclo
Albany,"Vivaldi, Antonio",Oboe Concerto
Atlanta,"Vivaldi, Antonio",The Four Seasons
Augusta,"Vivaldi, Antonio",The Four Seasons
Baltimore,"Vivaldi, Antonio",The Four Seasons
Chicago,"Vivaldi, Antonio",Armatae face et anguibus (from Juditah Triumphans)
Chicago,"Vivaldi, Antonio",Concerto for Strings RV. 157
Chicago,"Vivaldi, Antonio",Concerto in A major for Strings and Continuo
Chicago,"Vivaldi, Antonio","Gloria, RV 589"
Chicago,"Vivaldi, Antonio","Kyrie, RV 587"
Chicago,"Vivaldi, Antonio","Leggi almeno, tirana infidele (from Ottone in villa)"
Detroit,"Vivaldi, Antonio",Judita Triumphans (full or excerpts)
Detroit,"Vivaldi, Antonio",Lute Concerto
Detroit,"Vivaldi, Antonio","Violin Concerto in D major, RV. 562a"
Knoxville,"Vivaldi, Antonio",Concerto for Violin and Cello
Knoxville,"Vivaldi, Antonio",The Four Seasons
Milwaukee,"Vivaldi, Antonio",Concerto for Strings
New Jersey,"Vivaldi, Antonio",Piccolo Concerto
Pasadena,"Vivaldi, Antonio","Gloria, RV 589"
Santa Barbara,"Vivaldi, Antonio",Concerto for Guitar in D Major RV93
Santa Barbara,"Vivaldi, Antonio",Concerto for Three Violins
Seattle,"Vivaldi, Antonio",Cello Concerto in A Minor
Seattle,"Vivaldi, Antonio",Cello Concerto in G Minor
Seattle,"Vivaldi, Antonio",Concerto for Two Cellos
Seattle,"Vivaldi, Antonio",The Four Seasons
Silicon Valley,"Vivaldi, Antonio",The Four Seasons
St. Paul Chamber,"Vivaldi, Antonio","Concerto in F for Violin, Two Oboes, Bassoon, Two Horns, and Orchestra"
St. Paul Chamber,"Vivaldi, Antonio",Flute Concerto No. 2
Virginia,"Vivaldi, Antonio","Gloria, RV 589"
Wisconsin Chamber,"Vivaldi, Antonio",The Four Seasons
Alabama,"Vivaldi, Antonio (arr. Richter, Max)",The Four Seasons Recomposed
Tucson,"Vivaldi, Antonio (arr. Richter, Max)",The Four Seasons Recomposed
Richmond,"Wadsworth, Zachary",Variations on an Unheard Theme
Richmond,"Wagner, Melinda",Little Moonhead
Ann Arbor,"Wagner, Richard","Tannhäuser, Act III"
Buffalo,"Wagner, Richard",Overture to The Flying Dutchman
Chicago,"Wagner, Richard",Prelude and Liebestod from Tristan und Isolde
Chicago,"Wagner, Richard",Prelude to Parsifal
Chicago,"Wagner, Richard","Tannhäuser, Overture"
Chicago,"Wagner, Richard",Wesendonck Lieder
Cincinnati,"Wagner, Richard","Die Walküre, Act I"
Colorado,"Wagner, Richard","Good Friday Music, from Parsifal"
Colorado,"Wagner, Richard",Rienzi Overture
Des Moines,"Wagner, Richard",Liebestod from Tristan und Isolde
Grant Park,"Wagner, Richard",Die Meistersinger von Nürnberg (excerpts)
Indianapolis,"Wagner, Richard",Prelude to Act I of Lohengrin
Knoxville,"Wagner, Richard",Overture to The Flying Dutchman
Los Angeles,"Wagner, Richard",Prelude do Lohengrin
Los Angeles,"Wagner, Richard","Tannhäuser, Overture"
Los Angeles,"Wagner, Richard",Tristan and Isold (full or excerpts)
Los Angeles Chamber,"Wagner, Richard",Siegfried Idyll
Naples,"Wagner, Richard",Tristan and Isold (full or excerpts)
National,"Wagner, Richard","Dawn and Siegried's Rhine Journey, from Götterdämmerung"
National,"Wagner, Richard","Tannhäuser, Overture and Venusberg Music"
New York,"Wagner, Richard",Liebestod from Tristan und Isolde
North Carolina,"Wagner, Richard",Prelude to Act I of Lohengrin
North Carolina,"Wagner, Richard",Prelude to Act III of Lohengrin
North Carolina,"Wagner, Richard",Siegfried Idyll
Omaha,"Wagner, Richard",Prelude and Liebestod from Tristan und Isolde
Philadelphia,"Wagner, Richard",Tristan and Isold (full or excerpts)
Pittsburgh,"Wagner, Richard",Assorted Arias
Quad City,"Wagner, Richard",Rienzi Overture
Richmond,"Wagner, Richard",Siegfried Idyll
Rochester,"Wagner, Richard","Tannhäuser, Overture and Venusberg Music"
Rockford,"Wagner, Richard",Overture to The Flying Dutchman
San Diego,"Wagner, Richard",Prelude and Liebestod from Tristan und Isolde
Seattle,"Wagner, Richard",Selections from The Ring
South Dakota,"Wagner, Richard",Siegfried Idyll
St. Louis,"Wagner, Richard","Ride of the Valkyries from ""Die Walküre"""
St. Paul Chamber,"Wagner, Richard",Siegfried Idyll
Tucson,"Wagner, Richard",Siegfried Idyll
Tulsa,"Wagner, Richard",Overture to The Flying Dutchman
Virginia,"Wagner, Richard","Abendlied from ""Das Rheingold"""
Colorado Springs,"Wagner, Richard (arr. Viegler, Henk de)",The Ring (an orchestral adventure)
Austin,"Walker, George",Lyric for Strings
Cleveland,"Walker, George",Lilacs
Des Moines,"Walker, George",Lyric for Strings
Indianapolis,"Walker, George",Lyric for Strings
Madison,"Walker, George",Lyric for Strings
Milwaukee,"Walker, George",Lyric for Strings
Minnesota,"Walker, George",Lyric for Strings
Pittsburgh,"Walker, George",Lyric for Strings
Princeton,"Walker, George",Lyric for Strings
River Oaks,"Wallen, Errollyn",Photography
Albany,"Walton, William",Viola Concerto
Chicago,"Walton, William",Scapino: A comedy overture
Chicago,"Walton, William",Symphony No. 1
Cleveland,"Walton, William",Violin Concerto
Kansas City,"Walton, William",Johannesburg Festival Overture
New Jersey,"Walton, William",Symphony No. 1
Omaha,"Walton, William",Cello Concerto
Phoenix,"Walton, William",Violin Concerto
Rockford,"Walton, William",Violin Concerto
Toledo,Wang Jie,Symphonic Overture on America the Beautiful
Philadelphia,Wang Xi,Ensō
Erie,"Warren, Elinor Remick",Along the Western Shore
Chicago,"Weber, Carl Maria von",Der Beherrscher der Geister
Dallas,"Weber, Carl Maria von",Overture to Euryanthe
Grant Park,"Weber, Carl Maria von",Overture to Oberon
Greensboro,"Weber, Carl Maria von",Overture to Der Freischutz
New York,"Weber, Carl Maria von",Overture to Der Freischutz
Tucson,"Weber, Carl Maria von",Overture to Der Freischutz
Utah,"Weber, Carl Maria von",Overture to Abu Hassan
Baltimore,"Weill, Kurt",The Seven Deadly Sins
Milwaukee,"Weill, Kurt","Songs (1920's, 30's, 40's)"
Milwaukee,"Weill, Kurt",Suite from The Threepenny Opera
New Jersey,"Weill, Kurt",Suite from The Threepenny Opera
San Francisco,"Weill, Kurt",The Berlin Requiem (Das Berliner Requiem)
San Francisco,"Weill, Kurt",The Seven Deadly Sins
Buffalo,"Weinberg, Mieczysław",Cello Concerto
Harrisburg,"Weinberg, Mieczysław",Sinfonietta No. 1
Philadelphia,"Weinberg, Mieczysław",Symphony no. 3
San Francisco,"Weinberg, Mieczysław",Violin Concerto
Santa Rosa,"Weinberg, Mieczysław",Rhapsody on Moldavian Themes
Tucson,"Weinberg, Mieczysław",Rhapsody on Moldavian Themes
Grant Park,"Weir, Judith",We Are Shadows
Rockford,"Welcher, Dan",Haleakala
Louisville,"Wennäkoski, Lotta",Helsinki Variations
River Oaks,"Whitacre, Eric",Lux Aurumque
Cleveland,"Widmann, Jörg",Viola Concerto
San Francisco,"Widmann, Jörg",Viola Concerto
Seattle,"Widmann, Jörg",Con Brio
Richmond,"Wieniawski, Henryk",Violin Concerto No. 2
Albany,"Williams, John",Scherzo for Piano and Orchestra
Atlanta,"Williams, John",Five Sacred Trees
Knoxville,"Williams, John",Born on the Fourth of July
Memphis,"Williams, John",Far and Away (Suite)
Minnesota,"Williams, John",Hedwig's Flight
Omaha,"Williams, John","Escapades, for Saxophone and Orchestra"
Orlando,"Williams, John",Three Pieces from Schindler's List
Santa Barbara,"Williams, John",Star Wars (Suite)
South Bend,"Williams, John",Cowboy Overture
Cincinnati,"Wilson, Olly",Shango Memory
